deal_no,date,date_original,hoda,win,deal_val,acq_name,tar_name,acq_gvkey,tar_gvkey,acq_ev_len,tar_ev_len,acq_es_len,tar_es_len,acquired,own,sought,control,acq_mv_tom,acq_mv,acq_mv_valid,acq_factor,acq_p_classes,tar_mv_tom,tar_mv,tar_mv_valid,tar_factor,tar_p_classes,acq_ultimo,tar_ultimo,acq_naics_tom,acq_naics,acq_naics_valid,acq_sic,acq_sic_valid,tar_naics_tom,tar_naics,tar_naics_valid,tar_sic_tom,tar_sic_valid,fin_indu,acq_acq_oth,tar_tar_oth,tar_tar_oth_tom,acq_bm,tar_bm,acq_eb_at,tar_eb_at,com_siccd,com_naics,com_growth,bea_growth,estab,rcptot,c4,c8,c20,c50,USBC_rd_ratio,USBC_sal_ratio,USBC_export,USBC_import,com_grow_equal_w,com_grow_market_w,com_grow_median_w,com_grow_equal_p,com_grow_market_p,com_grow_median_p,com_assets_equal_w,com_assets_market_w,com_assets_median_w,com_assets_equal_p,com_assets_market_p,com_assets_median_p,com_atrv_equal_w,com_atrv_market_w,com_atrv_median_w,com_atrv_equal_p,com_atrv_market_p,com_atrv_median_p,com_fxvc_equal_w,com_fxvc_market_w,com_fxvc_median_w,com_fxvc_equal_p,com_fxvc_market_p,com_fxvc_median_p,com_xrd_equal_w,com_xrd_market_w,com_xrd_median_w,com_xrd_equal_p,com_xrd_market_p,com_xrd_median_p,assets_relprev,assets_rel,acq_car_dynamic,tar_car_dynamic,com_car_dynamic,acq_car_n5_5,tar_car_n5_5,com_car_n5_5,acq_car_n40_5,tar_car_n40_5,com_car_n40_5,acq_car_n20_5,tar_car_n20_5,com_car_n20_5,acq_car_n30_5,tar_car_n30_5,com_car_n30_5
1459072020,15/12/2003,15/12/2003,,"[-316, -64, -40, 5]",1838.946,Enterprise Products Partners,Gulfterra Energy Partners LP,112876,28003,46,46,253,253,76.354,100,76.354,TRUE,4851.613,4586.89488,TRUE,1,1,2362.456,2031.12,TRUE,1,1,TRUE,TRUE,221210,,0,1311,1,221210,,0,1311,1,FALSE,1,1,1,1.691325868,16.22180881,0.05801944,0.07455022,4922,221210,11.259881,4.8572,2376,66515186,18.4,29.2,52.8,81.9,0.043712847,62.08642455,,,11.91057276,10.5635,10.8885,414.459,542.1212,482.7204,5112.647048,14874.13776,1854.861,289.9975,199.4546,501.5922,2.693312389,2.672850182,2.2281,620.1255,754.1821,647.0287,15.88124938,12.04706839,11.71621269,838.1503,863.2015,797.7097,0.162715905,0.005342435,0.00E+00,521.021,291.3572,366.7626,0.020498964,0.042684291,0.09568232,0.002305716,0.039200021,0.046191385,0.027973417,0.035450847,0.09568232,0.002305716,0.039200021,0.045541003,0.000717526,0.018732212,0.091626367,0.014258991,0.044968007
1459773020,16/12/2003,16/12/2003,,"[-316, -64, -40, 5]",736.044,"North Fork Bancorp,Melville,NY","Trust Co of New Jersey,NJ",15202,14159,46,46,253,253,100,100,100,TRUE,5972.883,5721.7048,TRUE,1,1,588.84,580.19904,TRUE,1,1,TRUE,TRUE,522190,,0,6022,1,522110,,0,6022,1,TRUE,1,0,0,0.383209201,21.65098119,0.03302754,0.01922213,6022,522190,11.259881,4.8572,185,1403773,83.5,89.4,97.2,99.6,0.00553666,90.99260664,,,0.612414944,-2.3105,0.3505,72.3136,38.491,69.6792,8126.061463,61832.98529,995.8615,290.2796,521.1112,192.6542,15.87388218,15.47481276,16.0342,935.2202,982.1741,978.4976,4.984191611,4.757625886,5.040283275,281.9103,305.598,383.2644,0.00E+00,0.00E+00,0.00E+00,170.4703,170.4703,463.1597,0.020804299,0.128428946,0.049695829,0.146005161,0.069476311,0.003400793,0.111489924,0.022373591,0.049695829,0.146005161,0.069476311,-0.028528885,0.154523215,0.002787117,0.010423048,0.169568615,0.038897812
1461223020,19/12/2003,19/12/2003,,"[-316, -64, -40, 5]",1281.127,Pfizer Inc,Esperion Therapeutics Inc,8530,138703,46,46,253,253,100,100,100,TRUE,253213.929,238414.1483,TRUE,1,1,756.953,721.556,TRUE,1,1,TRUE,TRUE,325412,,0,2834,1,325412,,0,2834,1,FALSE,1,0,0,0.035520134,6153.734823,0.28673742,-0.51850915,2834,325412,11.259881,4.8572,731,84611875,34.9,53.1,77.4,89.8,0.060051262,71.86006249,13631691507,24704751102,16.63490744,1.671,14.4508,616.4802,130.8704,646.61,10086.25598,45902.1563,694.3075,358.4534,489.8629,147.1681,35.46820233,1.664425878,2.1703,981.2514,587.584,646.3388,8.546195019,8.435212692,5.85552378,667.6257,641.2645,610.1652,678.9350732,16.12380946,26.3056709,979.0842,972.005,977.9672,0.000120225,0.165559945,0.088865672,0.245139654,0.091740427,-0.015761546,0.348416303,-0.014489422,0.088865672,0.245139654,0.091740427,-0.025477119,0.320517736,-0.023458431,0.074402084,0.195574406,0.076613463
1461284020,19/12/2003,19/12/2003,13/06/2003,"[-316, -64, -137, 5]",182.25,EW Scripps Co,Summit America Television Inc,14535,24066,143,143,253,253,50.497,50.497,50.497,TRUE,5705.938,7087.881556,TRUE,0.770183624,1,145.574,132.69322,TRUE,1,1,TRUE,TRUE,515120,,0,2711,1,515120,,0,2711,1,FALSE,0,0,0,0.080027514,133.8674817,0.13983585,-0.05831649,4833,515120,11.259881,4.8572,1958,32986586,50.2,60.9,76,87.6,0.040257087,61.1836163,,,61.94216685,14.6208,1.9096,960.3162,698.605,101.6079,2429.667885,10809.26812,1380.6535,131.5704,166.6386,465.5333,8.858240335,4.021752071,4.2941,870.4005,814.8073,880.8574,12.71385989,10.4278809,10.09353449,786.7696,787.5254,789.6251,7.680056885,0.163635998,0.00E+00,864.1791,392.1923,329.0187,0.007721496,0.029102377,-0.061941531,0.02302091,-0.056318993,-0.013474582,0.117906738,-0.012862516,-0.055634575,0.19548059,-0.053387038,-0.018943947,0.146853998,-0.017667723,-0.045010641,0.183847817,-0.043285016
1461681020,22/12/2003,22/12/2003,,"[-316, -64, -40, 5]",643.925,Provident Finl Svcs Inc,"First Sentinel Bancorp Inc,NJ",150279,25526,46,46,171,253,100,100,100,TRUE,1255.989,1206.1448,TRUE,1,1,522.613,489.4227,TRUE,1,1,TRUE,TRUE,522120,,0,6035,1,522120,,0,6035,1,TRUE,0,1,0,1.50125518,5.452734177,0.01666944,0.02131869,6035,522120,11.259881,4.8572,16744,77459937,30.9,39.1,51,65.3,0.00553666,45.83249088,,,-0.122965625,2.4068,-3.7207,63.624,177.0232,18.4152,6827.662083,25755.0218,1467.548,264.2808,369.6395,302.1767,16.33531748,15.1725515,17.486,941.6283,973.9437,988.2278,10.06602517,8.834096148,4.030312835,742.4377,670.3706,310.79,0.00E+00,0.00E+00,0.00E+00,185.923,185.923,478.6124,-0.051515905,-0.011357492,-0.096122995,0.127005453,-0.017460745,-0.072359549,0.085311824,-0.015479831,-0.096122995,0.127005453,-0.017460745,-0.082047527,0.101088227,-0.016440392,-0.092405428,0.091783787,-0.026908999
1454860020,22/12/2003,27/11/2003,03/11/2003,"[-316, -64, -40, 5]",164.5,Hanmi Financial Corp,"Pacific Union Bank,LA,CA",31368,138128,46,46,253,253,62.059,62.059,62.059,TRUE,282.5,282.28432,TRUE,1,1,208.138,200.78294,TRUE,1,1,TRUE,TRUE,522110,,0,6022,1,522110,,0,6022,1,TRUE,1,1,1,1.613128997,2.798329831,0.02891922,0.02861702,6021,522110,11.259881,4.8572,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,46.66215011,,,3.116078317,1.0166,1.7535,151.8856,78.1687,126.9514,81654.53539,523668.5588,3855.397,909.4593,907.9314,503.8861,15.67459386,14.72826617,15.9575,920.4845,947.8956,963.7642,5.800280537,6.183396017,5.66327445,438.3866,501.2519,471.0474,0.00E+00,0.00E+00,0.00E+00,155.7369,155.7369,448.4263,-0.043922329,-0.312090917,-0.08979146,0.17677812,-0.04291843,-0.123446152,0.009882035,-0.098928278,-0.08979146,0.17677812,-0.04291843,-0.07150342,0.107980525,-0.038364783,-0.100488223,0.154580722,-0.056046234
1462283020,24/12/2003,24/12/2003,,"[-316, -64, -40, 5]",344.689,Partners Trust Financial Group,"BSB Bancorp Inc,Binghamton,NY",148009,16674,46,46,253,253,100,100,100,TRUE,402.593,357.9408,TRUE,1,1,300.69,270.535329,TRUE,1,1,TRUE,TRUE,522190,,0,6035,1,522190,,0,6035,1,TRUE,1,0,0,1.635277048,2.403480923,0.01877086,0.00873411,6029,522190,11.259881,4.8572,185,1403773,83.5,89.4,97.2,99.6,0.00553666,90.99260664,,,1.653363332,1.3513,0.4222,72.3872,70.8043,51.9681,23142.61369,510541.3201,1234.732,728.9575,911.5909,416.6412,16.00978301,15.79101388,16.1093,917.8694,958.6675,958.6697,5.922936883,7.671407157,5.26762957,441.7106,609.3613,441.2443,0.00E+00,0.00E+00,0.00E+00,120.8136,120.8136,465.5202,-0.092200271,-0.19178261,0.18168383,0.206732128,0.202506442,0.257762721,0.123287497,0.155693291,0.18168383,0.206732128,0.202506442,0.150090947,0.162485708,0.160593965,0.157302295,0.144842114,0.149488811
1465653020,08/01/2004,08/01/2004,,"[-316, -64, -40, 5]",317.068,"Sky Financial Group Inc,","Second Bancorp Inc,Warren,OH",28342,19742,46,46,253,253,100,100,100,TRUE,2364.863,2272.7952,TRUE,1,1,265.104,262.32261,TRUE,1,1,TRUE,TRUE,522110,,0,6020,1,522110,,0,6020,1,TRUE,1,0,0,0.315127596,16.73880689,0.02507004,0.0205845,6021,522110,14.15503157,6.639,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,49.48966793,,,11.50495771,15.6184,6.7164,310.5456,644.1784,141.908,131034.5436,980119.187,1912.9555,881.4475,979.7268,345.2207,16.24591302,15.69522032,16.2335,949.7017,937.828,958.0089,5.744734875,5.627706869,5.28337636,574.4737,514.5201,514.2742,0.00E+00,0.00E+00,0.00E+00,164.5671,164.5671,456.6135,-0.013471779,-0.19668298,0.027816512,0.174935484,0.051443557,0.017488938,0.196154465,0.043381185,0.027816512,0.174935484,0.051443557,-0.004681624,0.162943375,0.020787722,0.023881328,0.141362337,0.043092252
1466047020,09/01/2004,09/01/2004,,"[-316, -64, -40, 5]",36.864,"Independent Bank Corp,MA","Falmouth Bancorp Inc,MA",16889,62506,46,40,253,145,100,100,100,TRUE,455.281,403.85865,TRUE,1,1,26.987,26.187,TRUE,1,1,TRUE,TRUE,522110,,0,6020,1,522120,,0,6020,1,TRUE,0,0,0,0.162408057,22.7615764,0.03055039,0.01991958,6022,522110,14.15503157,6.639,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,49.48966793,,,11.80589967,18.0575,6.6579,342.9965,689.342,118.5784,20235.36752,677132.8464,870.084,588.9185,879.8769,170.4863,18.1278971,22.44032617,17.768,978.3061,996.9435,986.5147,5.717879716,5.364111539,5.52188104,551.1121,478.6776,569.5324,0.00E+00,0.00E+00,0.00E+00,187.8968,187.8968,479.9432,-0.007076739,-0.21287908,-0.041379785,0.188910191,-0.033667139,-0.005280641,-0.0050322,-0.00783283,-0.041379785,0.188910191,-0.033667139,-0.067991812,0.192828189,-0.059816111,-0.083205968,0.221899508,-0.072133988
1466492020,12/01/2004,12/01/2004,,"[-316, -64, -40, 5]",62.057,Stellent Inc,Optika Inc,25150,63381,46,46,253,252,100,100,100,TRUE,216.708,197.65767,TRUE,1,1,45.11,35.53095,TRUE,1,1,TRUE,TRUE,334611,,0,7373,1,334611,,0,7373,1,FALSE,1,0,0,0.316573559,-57.9641261,-0.18464409,0.00129599,7372,334611,14.15503157,6.639,189,290470,34.1,50.1,68.5,84.1,0.052821828,47.74657534,,,11.24682657,11.8447,9.5164,289.0591,480.8587,362.4841,453.3025405,5002.177472,126.8495,16.0895,91.3968,30.8922,2.347411727,1.39859046,1.4197,603.7041,486.0905,477.3322,5.874809459,6.446065836,4.99534527,601.1727,598.8199,474.3534,25.49850068,15.37198828,17.30277832,940.1384,985.8289,957.8794,-0.016630958,-0.187939312,-0.254623039,-0.289453994,-0.25658984,-0.194547048,-0.273046119,-0.206125858,-0.254623039,-0.289453994,-0.25658984,-0.260204909,-0.392657611,-0.27966261,-0.272641778,-0.278037708,-0.270619078
1466467020,12/01/2004,12/01/2004,,"[-316, -64, -40, 5]",149.242,MB Financial Inc,"First SecurityFed Finl Inc,Il",31692,65734,46,41,253,242,100,100,100,TRUE,603.314,858.54791,TRUE,1,1,122.219,118.78765,TRUE,1,1,TRUE,TRUE,522120,,0,6035,1,522120,,0,6035,1,TRUE,1,0,0,0.346130972,11.30679964,0.0247376,0.02985563,6035,522120,14.15503157,6.639,16744,77459937,30.9,39.1,51,65.3,0.00553666,48.22688603,,,12.58006525,10.817,7.7115,389.2471,423.0623,224.8485,7580.658656,22643.69135,3246.69,271.6136,319.0725,459.0373,18.70934567,17.89446539,18.9014,982.0483,965.8752,990.257,8.898737531,8.849012238,4.6521059,727.881,757.7251,460.2908,0.00E+00,0.00E+00,0.00E+00,209.9376,209.9376,501.984,-0.01303509,-0.065467616,0.083021674,0.090646272,0.083663609,0.019296112,0.13582938,0.033035634,0.083021674,0.090646272,0.083663609,0.033331588,0.10246683,0.040983355,0.032203937,0.082633561,0.038048918
1467233020,14/01/2004,14/01/2004,,"[-316, -64, -40, 5]",58663.146,JPMorgan Chase & Co,"Bank One Corp,Chicago,IL",2968,1998,46,46,253,253,100,100,100,TRUE,125393.228,74005.662,TRUE,1,5,49093.672,48081.09405,TRUE,1,1,TRUE,TRUE,522110,,0,6021,1,522110,,0,6021,1,TRUE,1,0,0,1.193434622,3.297935027,0.01672905,0.03175393,6021,522110,14.15503157,6.639,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,49.48966793,,,11.50495771,15.6184,6.7164,310.5456,644.1784,141.908,131034.5436,980119.187,1912.9555,881.4475,979.7268,345.2207,16.24591302,15.69522032,16.2335,949.7017,937.828,958.0089,5.744734875,5.627706869,5.28337636,574.4737,514.5201,514.2742,0.00E+00,0.00E+00,0.00E+00,164.5671,164.5671,456.6135,0.026441067,0.175490123,-0.087520346,0.131149814,0.006100015,0.008837535,0.120461435,0.053666412,-0.087520346,0.131149814,0.006100015,-0.013968689,0.101982059,0.037212619,-0.054898607,0.121467016,0.021123364
1468678020,20/01/2004,20/01/2004,,"[-316, -64, -40, 5]",10.384,Axonyx Inc,OXIS International Inc,109823,3691,46,46,251,205,53,53,53,TRUE,149.52,119.8836,FALSE,1,1,12.364,12.47712,TRUE,1,1,TRUE,TRUE,325414,,0,2834,1,325412,,0,2834,1,FALSE,0,0,0,1.876540833,658.7010989,-0.79433868,-0.26649874,2836,325414,14.15503157,6.639,233,6005536,44.8,69.2,85.2,94.4,0.060051262,78.69898014,4464971782,3190127349,57.96205272,10.7724,15.1437,962.9969,449.3803,690.5862,3358.24626,44600.90216,158.262,177.9637,402.3144,58.4562,47.24021103,1.723463179,2.9417,979.8777,589.6755,802.2078,6.846008599,8.406691034,5.798009185,658.0113,728.8022,680.5601,1492.951216,16.12650011,47.28142425,981.2,974.918,980.6601,-0.0273477,-0.71678397,0.373515731,0.410934688,0.387512364,0.17415735,0.246277147,0.178080562,0.373515731,0.410934688,0.387512364,0.250978153,0.486898228,0.26447373,0.202327436,0.239189965,0.211667281
1468901020,20/01/2004,05/11/2003,,"[-316, -64, -40, 5]",39.039,McKesson Corp,Moore Medical Corp,7171,7556,46,42,253,226,100,100,100,TRUE,9106.716,8465.60575,TRUE,1,1,18.405,23.287,TRUE,1,1,TRUE,TRUE,424210,,0,5122,1,424210,,0,5122,1,FALSE,1,1,1,0.005141413,352.8806065,0.07476974,0.11728966,5122,424210,14.15503157,6.639,7729,386857851,42.6,57.6,72.2,84.1,0.016803845,67.58552217,,,13.30828489,18.8765,12.3605,196.0938,739.553,473.0114,621.4256071,1139.677508,432.2465,4.5971,3.9809,241.8169,0.717980215,0.469018941,0.5813,18.2393,22.228,23.6553,2.5401385,1.621039237,2.06955594,105.3964,116.1191,114.4519,0.126351143,0.027758506,0.00E+00,321.7147,304.1238,25.5586,0.000432613,0.488572851,-0.079814942,0.720158304,-0.073078901,-0.041045856,0.555547238,-0.039560959,-0.079814942,0.720158304,-0.073078901,-0.128166053,0.739407509,-0.123569836,-0.094068039,0.771799553,-0.089430395
1469123020,21/01/2004,21/01/2004,,"[-316, -64, -40, 5]",161.234,The South Financial Group Inc,"CNB Florida Bancshares Inc,FL",17640,105698,46,45,253,236,100,100,100,TRUE,1621.309,1622.72726,TRUE,1,1,136.682,140.9375,TRUE,1,1,TRUE,TRUE,522110,,0,6022,1,522110,,0,6022,1,TRUE,1,0,0,0.217899997,31.86754502,0.01863667,0.0207466,6021,522110,14.15503157,6.639,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,49.48966793,,,11.50495771,15.6184,6.7164,310.5456,644.1784,141.908,131034.5436,980119.187,1912.9555,881.4475,979.7268,345.2207,16.24591302,15.69522032,16.2335,949.7017,937.828,958.0089,5.744734875,5.627706869,5.28337636,574.4737,514.5201,514.2742,0.00E+00,0.00E+00,0.00E+00,164.5671,164.5671,456.6135,-0.007470162,-0.230446248,0.002934154,0.019045176,0.005229297,0.063674747,0.07973774,0.065145574,0.002934154,0.019045176,0.005229297,0.056755765,0.055695455,0.057588625,0.005313054,0.035330263,0.008262496
1469794020,22/01/2004,22/01/2004,,"[-316, -64, -40, 5]",386.433,"Intl Bancshares Corp,TX","Local Financial Corp,OK",22086,109825,46,46,253,253,100,100,100,TRUE,1808.755,1808.396,TRUE,1,1,346.073,328.37784,TRUE,1,1,TRUE,TRUE,522110,,0,6020,1,522110,,0,6020,1,TRUE,1,1,0,0.600035522,10.77195616,0.03577972,0.02354343,6021,522110,14.15503157,6.639,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,49.48966793,,,11.50495771,15.6184,6.7164,310.5456,644.1784,141.908,131034.5436,980119.187,1912.9555,881.4475,979.7268,345.2207,16.24591302,15.69522032,16.2335,949.7017,937.828,958.0089,5.744734875,5.627706869,5.28337636,574.4737,514.5201,514.2742,0.00E+00,0.00E+00,0.00E+00,164.5671,164.5671,456.6135,-0.03078049,-0.224186447,-0.054723036,-0.000994574,-0.047324513,0.039097955,-0.040030807,0.030909184,-0.054723036,-0.000994574,-0.047324513,0.009067919,-0.005090402,0.008626361,-0.0053027,0.010193028,-0.002253877
1469593020,23/01/2004,23/01/2004,,"[-316, -64, -40, 5]",5846.097,Regions Financial Corp,"Union Planters Corp,Memphis,TN",4674,10868,46,46,253,253,100,100,100,TRUE,8129.01,8091.2493,TRUE,1,1,5837.831,6375.2136,TRUE,1,1,TRUE,TRUE,522110,,0,6022,1,522110,,0,6022,1,TRUE,1,0,0,1.525746705,2.523866759,0.02948872,0.0336701,6022,522110,14.15503157,6.639,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,49.48966793,,,11.80589967,18.0575,6.6579,342.9965,689.342,118.5784,20235.36752,677132.8464,870.084,588.9185,879.8769,170.4863,18.1278971,22.44032617,17.768,978.3061,996.9435,986.5147,5.717879716,5.364111539,5.52188104,551.1121,478.6776,569.5324,0.00E+00,0.00E+00,0.00E+00,187.8968,187.8968,479.9432,0.054240768,0.14122794,-0.032599865,-0.18619781,-0.099440701,0.035890734,0.011847378,0.025852636,-0.032599865,-0.18619781,-0.099440701,-0.012050532,-0.053264488,-0.028926283,-0.028870287,-0.172751573,-0.091653479
1469949020,26/01/2004,26/01/2004,,"[-316, -64, -40, 5]",932.083,Sovereign Bancorp Inc,"Seacoast Finl Svcs Corp,MA",17130,116210,46,46,253,253,100,100,100,TRUE,6915.299,6691.7645,TRUE,1,2,728.146,692.12171,TRUE,1,1,TRUE,TRUE,522120,,0,6035,1,522120,,0,6035,1,TRUE,1,0,0,0.250377022,20.9452765,0.0220823,0.02225804,6035,522120,14.15503157,6.639,16744,77459937,30.9,39.1,51,65.3,0.00553666,48.22688603,,,12.58006525,10.817,7.7115,389.2471,423.0623,224.8485,7580.658656,22643.69135,3246.69,271.6136,319.0725,459.0373,18.70934567,17.89446539,18.9014,982.0483,965.8752,990.257,8.898737531,8.849012238,4.6521059,727.881,757.7251,460.2908,0.00E+00,0.00E+00,0.00E+00,209.9376,209.9376,501.984,0.010019927,0.194867928,-0.086976756,0.199465711,-0.050118377,-0.070334145,0.183399535,-0.038810682,-0.086976756,0.199465711,-0.050118377,-0.079191873,0.187700966,-0.04544325,-0.052575797,0.151698734,-0.025464685
1470606020,27/01/2004,27/01/2004,,"[-316, -64, -40, 5]",577.195,"Huntington Bancshares Inc,OH","Unizan Financial Corp,OH",5786,28200,46,46,253,253,100,100,100,TRUE,5124.74,4987.40415,TRUE,1,1,443.757,458.9164,TRUE,1,1,TRUE,TRUE,522110,,0,6020,1,522110,,0,6020,1,TRUE,0,0,0,0.209570676,16.39029922,0.0417001,0.02299192,6021,522110,14.15503157,6.639,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,49.48966793,,,11.50495771,15.6184,6.7164,310.5456,644.1784,141.908,131034.5436,980119.187,1912.9555,881.4475,979.7268,345.2207,16.24591302,15.69522032,16.2335,949.7017,937.828,958.0089,5.744734875,5.627706869,5.28337636,574.4737,514.5201,514.2742,0.00E+00,0.00E+00,0.00E+00,164.5671,164.5671,456.6135,-0.007944137,-0.124764696,-0.020532205,0.138480658,-0.009094543,-0.003365215,0.158715836,0.006790391,-0.020532205,0.138480658,-0.009094543,-0.020249189,0.208426343,-0.00581991,-0.026124399,0.267204643,-0.007941993
1470626020,27/01/2004,27/01/2004,,"[-316, -64, -40, 5]",835.44,"Coml Capital Bancorp Inc,CA","Hawthorne Financial Corp,CA",150577,16959,46,46,213,253,100,100,100,TRUE,486.857,443.8689,TRUE,1,1,340.521,317.18475,TRUE,1,1,TRUE,TRUE,522110,,0,6035,1,522120,,0,6035,1,TRUE,0,0,0,4.087274332,2.722019918,0.02408681,0.02092089,6021,522110,14.15503157,6.639,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,49.48966793,,,11.50495771,15.6184,6.7164,310.5456,644.1784,141.908,131034.5436,980119.187,1912.9555,881.4475,979.7268,345.2207,16.24591302,15.69522032,16.2335,949.7017,937.828,958.0089,5.744734875,5.627706869,5.28337636,574.4737,514.5201,514.2742,0.00E+00,0.00E+00,0.00E+00,164.5671,164.5671,456.6135,-0.116304646,-0.311303971,-0.032418633,0.176458414,0.126235827,-0.043869498,0.216154026,0.132019256,-0.032418633,0.176458414,0.126235827,0.037463416,0.203246982,0.159301984,-0.035871119,0.204800953,0.140193966
1482955020,04/02/2004,04/02/2004,,"[-316, -64, -40, 5]",541.816,Belden Inc,Cable Design Technologies Corp,28940,29287,46,46,253,253,100,100,100,TRUE,544.599,524.2494,TRUE,1,1,426.144,425.544,TRUE,1,1,TRUE,TRUE,335921,,0,3357,1,335921,,0,3357,1,FALSE,1,0,0,1.123800721,1.897385098,0.07427183,0.06985453,3357,335921,14.15503157,6.639,91,675829,66.9,77.9,88.4,98.4,0.027985561,47.92576654,221182642,227159932,48.80298042,40.7948,35.5624,983.1544,984.9348,880.5559,6026.432634,23551.6042,1070.724,344.0459,221.2825,434.7868,1.353934775,1.219324437,1.0065,312.306,363.9297,308.2101,6.070859049,7.008798204,5.029476,548.1353,597.5956,499.6755,4.28057322,0.714791735,0.00E+00,643.4001,685.1065,573.4961,-0.05843493,-0.181973021,-0.078866899,-0.192615371,-0.117184962,0.004370588,-0.046527375,-0.014172167,-0.078866899,-0.192615371,-0.117184962,-0.062048512,-0.027485995,-0.046463094,-0.049302485,-0.074217498,-0.054887307
1482654020,04/02/2004,04/02/2004,,"[-316, -64, -40, 5]",98.891,Rent-A-Center Inc,Rainbow Rentals,31460,111287,46,41,253,180,100,100,100,TRUE,2378.313,2636.373,TRUE,1,1,42.988,47.432,TRUE,1,1,TRUE,TRUE,532210,,0,7350,1,532210,,0,7350,1,FALSE,1,0,0,0.051192499,67.90400515,0.48095791,0.10417557,7359,532210,14.15503157,6.639,4698,3456037,75.1,78.3,82.1,86.3,0.00553666,33.84613829,,,25.50386223,14.2759,12.5346,583.981,630.4335,488.0994,1168.475427,11366.51222,159.83,57.1441,87.3712,37.9164,13.74165506,1.497939138,1.3883,842.0145,566.4827,460.7051,7.280115868,7.857238199,4.7610612,677.4417,694.9608,472.0509,37.11681622,3.258986419,6.743376665,917.5068,734.7834,856.9207,0.005231148,0.051141582,-0.146118425,0.648310826,-0.139846059,-0.020501735,0.658003963,-0.015815399,-0.146118425,0.648310826,-0.139846059,-0.000131467,0.744546987,0.00536177,-0.066293997,0.752049022,-0.060165274
1495791020,04/02/2004,04/02/2004,,"[-316, -64, -40, 5]",197.8,Perrigo Co,Lannett Co Inc,24782,22632,46,46,253,253,67.711,67.711,67.711,TRUE,1132.505,1064.16579,TRUE,1,1,337.783,350.875,TRUE,1,1,TRUE,TRUE,325414,,0,2830,1,325412,,0,2830,1,FALSE,1,0,0,0.74038632,46.85890753,0.16798298,0.69714069,2836,325414,14.15503157,6.639,233,6005536,44.8,69.2,85.2,94.4,0.060051262,78.69898014,4464971782,3190127349,57.96205272,10.7724,15.1437,962.9969,449.3803,690.5862,3358.24626,44600.90216,158.262,177.9637,402.3144,58.4562,47.24021103,1.723463179,2.9417,979.8777,589.6755,802.2078,6.846008599,8.406691034,5.798009185,658.0113,728.8022,680.5601,1492.951216,16.12650011,47.28142425,981.2,974.918,980.6601,-0.005436787,-0.197973313,0.108710055,-0.200061621,0.03312778,0.04971798,-0.11551201,0.008191914,0.108710055,-0.200061621,0.03312778,0.10903472,-0.061569668,0.067989264,0.068614081,-0.132036238,0.020964029
1483123020,05/02/2004,05/02/2004,,"[-316, -64, -40, 5]",154.242,"SouthTrust Corp,Birmingham,AL","FloridaFirst Bancorp Inc,FL",9880,119535,46,46,253,250,100,100,100,TRUE,10628.02,10558.3533,TRUE,1,1,176.897,153.40908,TRUE,1,1,TRUE,TRUE,522110,,0,6020,1,522120,,0,6020,1,TRUE,1,0,0,0.033151031,103.5416909,0.02605532,0.02068097,6021,522110,14.15503157,6.639,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,49.48966793,,,11.50495771,15.6184,6.7164,310.5456,644.1784,141.908,131034.5436,980119.187,1912.9555,881.4475,979.7268,345.2207,16.24591302,15.69522032,16.2335,949.7017,937.828,958.0089,5.744734875,5.627706869,5.28337636,574.4737,514.5201,514.2742,0.00E+00,0.00E+00,0.00E+00,164.5671,164.5671,456.6135,-0.001362555,-0.079437587,-0.016317318,-0.091372584,-0.014974851,-0.011921399,-0.109086879,-0.012091118,-0.016317318,-0.091372584,-0.014974851,0.021243312,-0.213414137,0.020605048,-0.001098665,-0.207695142,-0.001067806
1483947020,08/02/2004,08/02/2004,,"[-316, -64, -40, 5]",350.19,Ferrellgas Partners LP,Blue Rhino Corp,13962,110679,46,46,253,253,100,100,100,TRUE,971.606,933.373,TRUE,1,1,238.53,226.21018,TRUE,1,1,TRUE,TRUE,454312,,0,5984,1,454312,,0,5984,1,FALSE,1,0,0,77.49577938,6.827893197,0.16700459,0.16002467,5984,454312,14.15503157,6.639,6203,9286126,38.9,45,51.5,58.3,0.005887964,30.66614434,,,19.43556866,14.4223,14.53,395.8535,646.717,658.7769,970.0797241,8985.344003,158.511,25.3182,71.0877,21.6329,1.050649192,0.459848866,0.6454,164.6321,17.3484,42.8367,3.214032345,1.67521918,1.74234888,118.4535,120.9987,107.662,5.837126759,0.067845426,0.00E+00,656.499,314.5436,180.7111,0.026341935,0.039422798,0.009708714,0.294900754,0.024537652,0.012951126,0.186792892,0.02211836,0.009708714,0.294900754,0.024537652,-0.006631456,0.235923157,0.006240298,0.01534962,0.248234546,0.027726147
